sku;title;descrFiscal;ean;dun;marca_original;classe;conservacao;pesoLiquido;pesoBruto;url
378435;SOBRECOXA COM OSSO E PELE PACOTE - C.VALE;O SOBRECOXA COM OSSO E PELE PACOTE - C.VALE é um produto de origem ave, comercializado em caixas de 18 a 18 unidades, mantido em temperatura congelado para garantir sua qualidade. Ideal para uso em restaurantes, açougues, supermercados e estabelecimentos que buscam oferecer padrão de excelência aos clientes. Origem: Ave | Quantidade Mínima da Caixa: 18 | Quantidade Máxima da Caixa: 18;0789629538923;;C.VALE;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/sobrecoxa-com-osso-e-pele-pacote-cvale-ave-congelado/378435
378515;COUVE FLOR PACOTE (2KG) - GRANO;A Couve-flor Grano é um vegetal congelado de alta qualidade, ideal para garantir praticidade e padronização no preparo. Indicada para acompanhamentos e receitas variadas, atende cozinhas profissionais e varejo com eficiência. Quantidade Mínima da Caixa: 5 | Quantidade Máxima da Caixa: 5;;;GRANO;Outros;Congelado;2 kg;10.000 kg (Caixa);https://www.friboionline.com.br/product/couve-flor-pacote-2kg-grano-vegetal-congelado/378515
378517;COSTELA SUÍNA COM OSSO - ALIBEM;A Costela Suína com Osso da Alibem é perfeita para quem aprecia um bom assado. Suculenta e cheia de sabor, cada caixa contém entre 14 e 16 unidades, garantindo frescor e qualidade. Origem: Suíno | Quantidade Mínima da Caixa: 14 | Quantidade Máxima da Caixa: 16;;;ALIBEM;Bovinos;Congelado;;20.710 kg (Caixa);https://www.friboionline.com.br/product/costela-suina-com-osso-alibem-suino-congelado/378517
378544;CHARQUE FÍGADO (5KG) - BERTIN;CHARQUE FÍGADO (5KG) - BERTIN. Produto de charque embalado em peças de 5kg, mantido em temperatura ambiente. Indicado para cozinhas industriais e restaurantes que utilizam cortes tradicionais. Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 6;0789956725657;;BERTIN;Outros;Temperatura Ambiente;5 kg;30.000 kg (Caixa);https://www.friboionline.com.br/product/charque-figado-5kg-bertin-industrializado-ambiente/378544
378545;CHARQUE LÍNGUA (5KG) - BERTIN;Charque língua (5kg), pronto para uso em ambiente, mantendo sabor e textura, perfeito para receitas de carne secada e pratos tradicionais no seu negócio. Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 6;0789956725660;;BERTIN;Outros;Resfriado;5 kg;30.000 kg (Caixa);https://www.friboionline.com.br/product/charque-lingua-5kg-bertin-industrializado-ambiente/378545
378594;FILÉ DE SALMÃO A VÁCUO (1500 A 2000G) - PLANALTO;O Filé de Salmão Planalto a vácuo oferece frescor, textura firme e sabor delicado. Ideal para grelhados, assados e culinária oriental. Produto congelado, com padrão premium para food service e varejo especializado. Origem: Pescado | Quantidade Mínima da Caixa: 7 | Quantidade Máxima da Caixa: 8;;;PLANALTO;Pescados;Congelado;2000 g;15.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-salmao-a-vacuo-1500-a-2000g-planalto-pescado-congelado/378594
378611;FILÉ DE PEITO BANDEJA - FRIATO;O Filé de Peito Bandeja Friato é uma escolha prática e saudável para o dia a dia do seu estabelecimento. Congelado e embalado com qualidade, mantém o frescor e o sabor natural da carne. Ideal para restaurantes, lanchonetes e food service. Produto ideal para o seu negócio. Origem: Ave | Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 20;0789673330081;;FRIATO;Aves;Congelado;;12.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-peito-bandeja-friato-ave-congelado/378611
378776;SALSICHA (3KG) - FRIALL;A Salsicha (3kg) da Friall é uma opção prática e deliciosa, ideal para lanches e refeições rápidas. Cada caixa contém 6 unidades, garantindo frescor e sabor. Experimente essa delícia e descubra a praticidade de ter salsichas saborosas à mão! Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 6;0789765291002;;FRIALL;Suínos;Congelado;3 kg;18.000 kg (Caixa);https://www.friboionline.com.br/product/salsicha-3kg-friall-industrializado-congelado/378776
378950;BARRIGA SUÍNA COM PELE E SEM OSSO - FRIALL;A Barriga Suína com Pele e Sem Osso da Friall é ideal para quem aprecia sabor e suculência. Com textura macia, cada caixa contém entre 1 e 5 unidades, garantindo frescor e qualidade. Prepare pratos saborosos e descubra o prazer de cozinhar com essa opção! Origem: Suíno | Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 5;;;FRIALL;Suínos;Congelado;;25.000 kg (Caixa);https://www.friboionline.com.br/product/barriga-suina-com-pele-e-sem-osso-friall-suino-congelado/378950
378999;LINGUIÇA SUÍNA - NUTRIBRAS;A Linguiça Suína da Nutribras é uma opção saborosa e prática, ideal para lanches e refeições rápidas. Cada caixa contém 4 unidades, garantindo frescor e qualidade. Experimente essa delícia e descubra como é fácil preparar pratos deliciosos e cheios de sabor! Quantidade Mínima da Caixa: 4 | Quantidade Máxima da Caixa: 4;0789855266081;;NUTRIBRAS;Suínos;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-suina-nutribras-industrializado-congelado/378999
379167;ASA DE FRANGO PACOTE - AVIVIP;Asa de frango em pacote, congelada, prática e suculenta, ideal para porções, grelhados e receitas variadas no seu negócio. Origem: Ave | Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 18;0789893711708;;AVIVIP;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/asa-de-frango-pacote-avivip-ave-congelado/379167
379196;CARRÉ SUÍNO COM OSSO - ALIBEM;O Carré Suíno com Osso da Alibem é ideal para quem aprecia um bom assado. Suculento e cheio de sabor, cada caixa contém entre 90 e 100 unidades, garantindo frescor e qualidade. Prepare pratos deliciosos e aproveite momentos especiais com essa deliciosa opção. Origem: Suíno | Quantidade Mínima da Caixa: 90 | Quantidade Máxima da Caixa: 100;0789833558774;;ALIBEM;Suínos;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/carre-suino-com-osso-alibem-suino-congelado/379196
379266;COXA E SOBRECOXA COM DORSO INDIVIDUAL (18KG) PACOTE - C.VALE;A coxa e sobrecoxa com dorso individual congelada em pacotes de 18kg é ideal para estabelecimentos que buscam cortes padronizados e prontos para preparo rápido. Mantém suculência, sabor e textura uniforme, sendo perfeita para frituras, assados ou grelhados, garantindo praticidade e eficiência na cozinha. Origem: Ave | Quantidade Mínima da Caixa: 18 | Quantidade Máxima da Caixa: 18;0789629538714;;C.VALE;Aves;Congelado;18 kg;18.000 kg (Caixa);https://www.friboionline.com.br/product/coxa-e-sobrecoxa-com-dorso-individual-18kg-pacote-cvale-ave-congelado/379266
379369;CAÇÃO EM POSTA PACOTE (800G) - PLANALTO;O Cação em Posta Pacote (800g) da Planalto é uma opção deliciosa e saudável, ideal para grelhar ou assar. Com seu sabor delicado e textura firme, é perfeita para diversas preparações. Cada embalagem contém 12 unidades, garantindo frescor e qualidade em cada porção, tornando suas refeições ainda mais saborosas e nutritivas. Origem: Pescado | Quantidade Mínima da Caixa: 12 | Quantidade Máxima da Caixa: 12;0789896278618;;PLANALTO;Pescados;Congelado;800 g;9.600 kg (Caixa);https://www.friboionline.com.br/product/cacao-em-posta-pacote-800g-planalto-pescado-congelado/379369
379432;LOMBO SUÍNO - FRIELLA;O Lombo Suíno da Friella é uma deliciosa opção para quem busca sabor e suculência. Com cada caixa contendo entre 6 e 10 unidades, esse corte apresenta uma carne macia e bem temperada, ideal para grelhados ou assados. A sua versatilidade na cozinha permite criar pratos irresistíveis para qualquer ocasião. Origem: Suíno | Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 10;0789800173305;;FRIELLA;Suínos;Congelado;;21.500 kg (Caixa);https://www.friboionline.com.br/product/lombo-suino-friella-suino-congelado/379432
379638;FILÉ DE PANGA SEM PELE SEM GORDURA INTERFOLHADO - LEARDINI;O Filé de Panga Leardini é leve, sem pele e sem gordura, ideal para grelhados e pratos saudáveis. Produto congelado e interfolhado, garantindo praticidade e aproveitamento total. Origem: Pescado | Quantidade Mínima da Caixa: 2 | Quantidade Máxima da Caixa: 2;;;LEARDINI;Pescados;Congelado;;10.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-panga-sem-pele-sem-gordura-interfolhado-leardini-pescado-congelado/379638
379724;QUEIJO MUSSARELA - TRÊS BARRAS;Queijo Mussarela Três Barras é conhecido por sua textura cremosa e sabor suave, sendo uma escolha ideal para diversas receitas. Mantido em temperatura resfriada, ele garante frescor e qualidade. Com uma quantidade mínima e máxima de 6 unidades por caixa, o queijo mussarela Três Barras é uma excelente opção para garantir variedade e qualidade em seu cardápio. Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 6;0789893383360;;TRES BARRAS;Aves;Resfriado;;24.000 kg (Caixa);https://www.friboionline.com.br/product/queijo-mussarela-tres-barras-lacteos-resfriado/379724
379813;PERNIL COM OSSO E COM PELE - FRIALL;O pernil suíno com osso e pele é um corte tradicional, com sabor marcante e alta suculência após o preparo. Ideal para assados e preparações lentas, proporciona excelente rendimento e ótima apresentação. A presença do osso e da pele intensifica o sabor e contribui para uma textura mais macia. Origem: Suíno;0789461114916;;FRIALL;Suínos;Congelado;;22.500 kg (Caixa);https://www.friboionline.com.br/product/pernil-com-osso-e-com-pele-friall-suino-congelado/379813
379815;CARRÉ SUÍNO INTEIRO - FRIALL;O Carré Suíno Inteiro Friall é um corte premium, suculento e cheio de sabor, ideal para assados ou grelhados. Mantido congelado, preserva suas propriedades naturais, garantindo uma experiência gastronômica de alta qualidade. Com uma excelente proporção entre carne e osso, o carré suíno é perfeito para refeições especiais, proporcionando praticidade no preparo e um sabor marcante em cada pedaço. Ideal para quem valoriza qualidade e versatilidade em cortes suínos. Origem: Suíno;0789461114902;;FRIALL;Suínos;Congelado;;22.500 kg (Caixa);https://www.friboionline.com.br/product/carre-suino-inteiro-friall-suino-congelado/379815
379829;SOBREPALETA SUÍNA - DICASA;A Sobrepaleta Suína da Dicasa é um corte versátil e saboroso, ideal para assados e cozidos. Com entre 6 e 9 unidades por caixa, sua textura macia e sabor marcante garantem pratos deliciosos, que agradam a todos os paladares. Uma ótima escolha para almoços em família ou jantares especiais. Origem: Suíno | Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 9;;;DICASA;Bovinos;Congelado;;22.500 kg (Caixa);https://www.friboionline.com.br/product/sobrepaleta-suina-dicasa-suino-congelado/379829
379834;BISTECA SUÍNA - FRIALL;A Bisteca Suína da Friall é uma opção deliciosa e prática para quem busca um corte suculento. Com entre 8 e 18 unidades por caixa, esse produto é perfeito para grelhados e frituras. Prepare uma refeição saborosa e simples com esse corte que traz o verdadeiro sabor da carne suína. Origem: Suíno | Quantidade Mínima da Caixa: 8 | Quantidade Máxima da Caixa: 18;0789461114939;;FRIALL;Suínos;Congelado;;22.500 kg (Caixa);https://www.friboionline.com.br/product/bisteca-suina-friall-suino-congelado/379834
379993;BACON EXTRA PALETA - FRIALL;O Bacon Extra Paleta Friall é um produto de alta qualidade, ideal para acrescentar sabor e aroma a diversos pratos. Com textura firme e sabor marcante, é perfeito para lanchonetes, restaurantes e indústrias alimentícias. Mantido em temperatura ambiente, oferece praticidade no armazenamento e excelente rendimento. Ideal para o seu negócio. Quantidade Mínima da Caixa: 4 | Quantidade Máxima da Caixa: 5;0789461114956;;FRIALL;Bovinos;Temperatura Ambiente;;8.500 kg (Caixa);https://www.friboionline.com.br/product/bacon-extra-paleta-friall-industrializado-ambiente/379993
380067;CAÇÃO EM POSTA PACOTE (800G) - PLANALTO;O Cação em Posta Pacote (800g) da Planalto é uma opção deliciosa e saudável, ideal para grelhar ou assar. Com seu sabor delicado e textura firme, é perfeita para diversas preparações. Cada embalagem contém 12 unidades, garantindo frescor e qualidade em cada porção, tornando suas refeições ainda mais saborosas e nutritivas. Origem: Pescado | Quantidade Mínima da Caixa: 12 | Quantidade Máxima da Caixa: 12;0789896278618;;PLANALTO;Pescados;Congelado;800 g;9.600 kg (Caixa);https://www.friboionline.com.br/product/cacao-em-posta-pacote-800g-planalto-pescado-congelado/380067
380166;QUEIJO MUSSARELA (4KG) - LATTO;O Queijo Mussarela da Latto é uma escolha deliciosa para diversas preparações. Com 6 unidades por caixa, ele é ideal para pizzas, lasanhas e outros pratos. Sua textura cremosa e sabor suave trazem um toque especial às suas receitas, tornando cada refeição ainda mais saborosa. Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 6;0789893261226;;LATTO;Aves;Resfriado;4 kg;24.000 kg (Caixa);https://www.friboionline.com.br/product/queijo-mussarela-4kg-latto-lacteos-resfriado/380166
380301;FILÉ DE TILÁPIA PACOTE (180 A 250G) - BRAZILIAN FISH;O Filé de Tilápia Pacote (180 a 250g) da Brazilian Fish é uma escolha saudável e prática. Com entre 20 e 23 unidades por caixa, esse pescado é ideal para grelhados e frituras, garantindo uma refeição leve e saborosa. Desfrute do frescor e da qualidade em suas receitas do dia a dia. Origem: Pescado | Quantidade Mínima da Caixa: 20 | Quantidade Máxima da Caixa: 23;;;BRAZILIAN FISH;Pescados;Congelado;250 g;10.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-tilapia-pacote-180-a-250g-brazilian-fish-pescado-congelado/380301
380388;LINGUIÇA NANICA - FRIELLA;A Linguiça Nanica da Friella é uma opção deliciosa, perfeita para grelhados e churrascos. Com seu tempero especial e sabor marcante, é ideal para refeições em família. Cada embalagem contém 2 unidades, garantindo frescor e qualidade em cada porção, elevando suas refeições a um novo nível de sabor. Quantidade Mínima da Caixa: 2 | Quantidade Máxima da Caixa: 2;0789801733528;;FRIELLA;Suínos;Congelado;;10.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-nanica-friella-industrializado-congelado/380388
380549;TILÁPIA EM POSTA COM PELE GRANEL (5KG) - PLANALTO;A Tilápia em Posta com Pele Granel da Planalto é uma escolha saudável e versátil, ideal para grelhar ou assar. Com 5kg por embalagem, cada unidade mantém a frescura do pescado, garantindo qualidade em suas receitas. Experimente e surpreenda-se com seu sabor delicado e textura firme. Origem: Pescado | Quantidade Mínima da Caixa: 3 | Quantidade Máxima da Caixa: 3;;;PLANALTO;Pescados;Congelado;5 kg;15.000 kg (Caixa);https://www.friboionline.com.br/product/tilapia-em-posta-com-pele-granel-5kg-planalto-pescado-congelado/380549
380571;FILÉZINHO SASSAMI IQF PACOTE (1KG) - CANÇÃO;O Filézinho Sassami IQF Pacote Canção (1kg) é um corte nobre de frango, leve e versátil, ideal para grelhados, empanados e receitas rápidas. Congelado individualmente (IQF), mantém a textura e o frescor, garantindo praticidade e qualidade. Excelente opção para restaurantes, marmitarias e food service. Garanta já para o seu negócio. Origem: Ave | Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 10;0789820848385;;CANÇAO;Aves;Congelado;1 kg;10.000 kg (Caixa);https://www.friboionline.com.br/product/filezinho-sassami-iqf-pacote-1kg-cancao-ave-congelado/380571
380572;COXINHA DA ASA IQF PACOTE (1KG) - CANÇÃO;A Coxinha da Asa IQF Canção é ideal para petiscos, frituras e assados. Congelada individualmente, facilita o porcionamento e reduz perdas, sendo perfeita para bares e restaurantes. Origem: Ave | Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 10;0789820848382;;CANÇAO;Aves;Congelado;1 kg;10.000 kg (Caixa);https://www.friboionline.com.br/product/coxinha-da-asa-iqf-pacote-1kg-cancao-ave-congelado/380572
380705;TOUCINHO COM PELE TIRAS - FRIALL;O Toucinho com Pele em Tiras da Friall é uma deliciosa opção de carne suína. Com apenas 2 unidades por caixa, esse produto é perfeito para adicionar um sabor irresistível a suas receitas. Ideal para grelhados e refogados, o toucinho proporciona uma textura crocante e um sabor intenso que vai elevar seus pratos a um novo nível. Aproveite essa versatilidade e qualidade em sua cozinha com o melhor do porco. Origem: Suíno | Quantidade Mínima da Caixa: 2 | Quantidade Máxima da Caixa: 2;0789461114899;;FRIALL;Suínos;Congelado;;25.000 kg (Caixa);https://www.friboionline.com.br/product/toucinho-com-pele-tiras-friall-suino-congelado/380705
